timestamp,score,btc_price,btc_mvrv,btc_exchange_net,btc_hash_rate,btc_funding_rate,eth_tvl,eth_exchange_net
2026-04-17T01:03:32.169836+00:00,Levemente Bullish,75155.71,1.3796263886883917,,1070752505438.1678,3.297e-05,55337709951.19854,250701.01645532716
